"Regiao - Sigla","Estado - Sigla","Municipio","Revenda","CNPJ da Revenda","Nome da Rua","Numero Rua","Complemento","Bairro","Cep","Produto","Data da Coleta","Valor de Venda","Valor de Compra","Unidade de Medida","Bandeira","Coluna1"
"NE","CE","FORTALEZA","G A COMERCIO DE DERIVADOS DE PETROLEO LTDA"," 03.477.535/0001-46","AVENIDA JORNALISTA TOMAZ COELHO","410","","MESSEJANA","60842-020","ETANOL","1/4/2022","5.59","","R$ / litro","IPIRANGA",""
"NE","CE","FORTALEZA","G A COMERCIO DE DERIVADOS DE PETROLEO LTDA"," 03.477.535/0001-46","AVENIDA JORNALISTA TOMAZ COELHO","410","","MESSEJANA","60842-020","GASOLINA","1/4/2022","6.39","","R$ / litro","IPIRANGA",""
"NE","CE","FORTALEZA","GIOFAR COMERCIO DE DERIVADOS DE PETROLEO LTDA"," 02.942.117/0001-10","RUA FREI CIRILO","3889","A","MESSEJANA","60864-190","DIESEL S10","1/4/2022","5.37","","R$ / litro","BRANCA",""
"NE","CE","FORTALEZA","GIOFAR COMERCIO DE DERIVADOS DE PETROLEO LTDA"," 02.942.117/0001-10","RUA FREI CIRILO","3889","A","MESSEJANA","60864-190","GASOLINA ADITIVADA","1/4/2022","6.49","","R$ / litro","BRANCA",""
"NE","CE","FORTALEZA","GIOFAR COMERCIO DE DERIVADOS DE PETROLEO LTDA"," 02.942.117/0001-10","RUA FREI CIRILO","3889","A","MESSEJANA","60864-190","ETANOL","1/4/2022","5.45","","R$ / litro","BRANCA",""
"NE","CE","FORTALEZA","GIOFAR COMERCIO DE DERIVADOS DE PETROLEO LTDA"," 02.942.117/0001-10","RUA FREI CIRILO","3889","A","MESSEJANA","60864-190","GASOLINA","1/4/2022","6.39","","R$ / litro","BRANCA",""
"NE","CE","FORTALEZA","BG COMERCIO DE COMBUSTIVEIS E LUBRIFICANTES LTDA"," 73.346.801/0001-87","RUA BENJAMIM BRASIL","1585","","MONDUBIM","60712-000","DIESEL S10","1/4/2022","5.57","","R$ / litro","VIBRA ENERGIA",""
"NE","CE","FORTALEZA","BG COMERCIO DE COMBUSTIVEIS E LUBRIFICANTES LTDA"," 73.346.801/0001-87","RUA BENJAMIM BRASIL","1585","","MONDUBIM","60712-000","GASOLINA ADITIVADA","1/4/2022","6.77","","R$ / litro","VIBRA ENERGIA",""
"NE","CE","FORTALEZA","BG COMERCIO DE COMBUSTIVEIS E LUBRIFICANTES LTDA"," 73.346.801/0001-87","RUA BENJAMIM BRASIL","1585","","MONDUBIM","60712-000","ETANOL","1/4/2022","5.67","","R$ / litro","VIBRA ENERGIA",""
"NE","CE","FORTALEZA","BG COMERCIO DE COMBUSTIVEIS E LUBRIFICANTES LTDA"," 73.346.801/0001-87","RUA BENJAMIM BRASIL","1585","","MONDUBIM","60712-000","GASOLINA","1/4/2022","6.67","","R$ / litro","VIBRA ENERGIA",""
"NE","CE","FORTALEZA","POSTO DE COMBUSTIVEIS XIMENES LTDA"," 07.025.104/0002-80","AVENIDA CORONEL VIRGILIO NOGUEIRA","930","","PARQUE SANTA CECILIA","60545-100","DIESEL S10","1/4/2022","5.49","","R$ / litro","BRANCA",""
"NE","CE","FORTALEZA","POSTO DE COMBUSTIVEIS XIMENES LTDA"," 07.025.104/0002-80","AVENIDA CORONEL VIRGILIO NOGUEIRA","930","","PARQUE SANTA CECILIA","60545-100","GASOLINA ADITIVADA","1/4/2022","6.52","","R$ / litro","BRANCA",""
"NE","CE","FORTALEZA","POSTO DE COMBUSTIVEIS XIMENES LTDA"," 07.025.104/0002-80","AVENIDA CORONEL VIRGILIO NOGUEIRA","930","","PARQUE SANTA CECILIA","60545-100","GASOLINA","1/4/2022","6.52","","R$ / litro","BRANCA",""
"NE","CE","FORTALEZA","POSTO DE COMBUSTIVEIS XIMENES LTDA"," 07.025.104/0002-80","AVENIDA CORONEL VIRGILIO NOGUEIRA","930","","PARQUE SANTA CECILIA","60545-100","ETANOL","1/4/2022","5.29","","R$ / litro","BRANCA",""
"NE","CE","FORTALEZA","CAUIPE REVENDEDORA DE PETROLEO LTDA"," 35.075.597/0003-80","AVENIDA CARAPINIMA","1756","","BENFICA","60015-290","DIESEL S10","1/4/2022","5.47","","R$ / litro","BRANCA",""
"NE","CE","FORTALEZA","CAUIPE REVENDEDORA DE PETROLEO LTDA"," 35.075.597/0003-80","AVENIDA CARAPINIMA","1756","","BENFICA","60015-290","GASOLINA ADITIVADA","1/4/2022","6.45","","R$ / litro","BRANCA",""
"NE","CE","FORTALEZA","CAUIPE REVENDEDORA DE PETROLEO LTDA"," 35.075.597/0003-80","AVENIDA CARAPINIMA","1756","","BENFICA","60015-290","ETANOL","1/4/2022","5.37","","R$ / litro","BRANCA",""
"NE","CE","FORTALEZA","CAUIPE REVENDEDORA DE PETROLEO LTDA"," 35.075.597/0003-80","AVENIDA CARAPINIMA","1756","","BENFICA","60015-290","GASOLINA","1/4/2022","6.35","","R$ / litro","BRANCA",""
"NE","CE","FORTALEZA","D X COMERCIO DE COMBUSTIVEIS E DERIVADOS LTDA"," 05.063.200/0004-50","RUA VITAL BRASIL","2959","","GRANJA PORTUGAL","60541-490","DIESEL S10","1/4/2022","5.39","","R$ / litro","BRANCA",""
"NE","CE","FORTALEZA","D X COMERCIO DE COMBUSTIVEIS E DERIVADOS LTDA"," 05.063.200/0004-50","RUA VITAL BRASIL","2959","","GRANJA PORTUGAL","60541-490","GASOLINA ADITIVADA","1/4/2022","6.49","","R$ / litro","BRANCA",""
"NE","CE","FORTALEZA","D X COMERCIO DE COMBUSTIVEIS E DERIVADOS LTDA"," 05.063.200/0004-50","RUA VITAL BRASIL","2959","","GRANJA PORTUGAL","60541-490","ETANOL","1/4/2022","5.29","","R$ / litro","BRANCA",""
"NE","CE","FORTALEZA","D X COMERCIO DE COMBUSTIVEIS E DERIVADOS LTDA"," 05.063.200/0004-50","RUA VITAL BRASIL","2959","","GRANJA PORTUGAL","60541-490","GASOLINA","1/4/2022","6.49","","R$ / litro","BRANCA",""
"NE","CE","FORTALEZA","POSTO MANIA LTDA"," 04.559.055/0001-97","AVENIDA JOSE TORRES","200","","GRANJA PORTUGAL","60541-420","DIESEL S10","1/4/2022","5.59","","R$ / litro","VIBRA ENERGIA",""
"NE","CE","FORTALEZA","POSTO MANIA LTDA"," 04.559.055/0001-97","AVENIDA JOSE TORRES","200","","GRANJA PORTUGAL","60541-420","GASOLINA ADITIVADA","1/4/2022","6.75","","R$ / litro","VIBRA ENERGIA",""
"NE","CE","FORTALEZA","POSTO MANIA LTDA"," 04.559.055/0001-97","AVENIDA JOSE TORRES","200","","GRANJA PORTUGAL","60541-420","ETANOL","1/4/2022","5.69","","R$ / litro","VIBRA ENERGIA",""
"NE","CE","FORTALEZA","POSTO MANIA LTDA"," 04.559.055/0001-97","AVENIDA JOSE TORRES","200","","GRANJA PORTUGAL","60541-420","GASOLINA","1/4/2022","6.65","","R$ / litro","VIBRA ENERGIA",""
"NE","CE","FORTALEZA","POSTO DE COMBUSTIVEIS XIMENES LTDA"," 07.025.104/0001-08","RUA MARIA JULIA","48","","GRANJA PORTUGAL","60545-255","DIESEL S10","1/4/2022","5.54","","R$ / litro","RAIZEN",""
"NE","CE","FORTALEZA","POSTO DE COMBUSTIVEIS XIMENES LTDA"," 07.025.104/0001-08","RUA MARIA JULIA","48","","GRANJA PORTUGAL","60545-255","GASOLINA ADITIVADA","1/4/2022","6.72","","R$ / litro","RAIZEN",""
"NE","CE","FORTALEZA","POSTO DE COMBUSTIVEIS XIMENES LTDA"," 07.025.104/0001-08","RUA MARIA JULIA","48","","GRANJA PORTUGAL","60545-255","ETANOL","1/4/2022","5.59","","R$ / litro","RAIZEN",""
"NE","CE","FORTALEZA","POSTO DE COMBUSTIVEIS XIMENES LTDA"," 07.025.104/0001-08","RUA MARIA JULIA","48","","GRANJA PORTUGAL","60545-255","GASOLINA","1/4/2022","6.52","","R$ / litro","RAIZEN",""
"NE","CE","FORTALEZA","RM COMERCIAL DE PETROLEO LTDA"," 05.964.050/0001-02","AVENIDA SENADOR FERNANDES TAVORA","1450","","HENRIQUE JORGE","60510-290","ETANOL","1/4/2022","5.69","","R$ / litro","BRANCA",""
"NE","CE","FORTALEZA","RM COMERCIAL DE PETROLEO LTDA"," 05.964.050/0001-02","AVENIDA SENADOR FERNANDES TAVORA","1450","","HENRIQUE JORGE","60510-290","GASOLINA","1/4/2022","6.77","","R$ / litro","BRANCA",""
"NE","CE","FORTALEZA","R & C EMPREENDIMENTOS E SERVICOS COM DERIVADOS DE PETROLEO LTDA"," 06.212.111/0001-48","AVENIDA JULIO BRAGA","1999","","JOAO XXIII","60525-632","DIESEL S10","1/4/2022","5.65","","R$ / litro","BRANCA",""
"NE","CE","FORTALEZA","R & C EMPREENDIMENTOS E SERVICOS COM DERIVADOS DE PETROLEO LTDA"," 06.212.111/0001-48","AVENIDA JULIO BRAGA","1999","","JOAO XXIII","60525-632","GASOLINA ADITIVADA","1/4/2022","6.85","","R$ / litro","BRANCA",""
"NE","CE","FORTALEZA","R & C EMPREENDIMENTOS E SERVICOS COM DERIVADOS DE PETROLEO LTDA"," 06.212.111/0001-48","AVENIDA JULIO BRAGA","1999","","JOAO XXIII","60525-632","ETANOL","1/4/2022","5.67","","R$ / litro","BRANCA",""
"NE","CE","FORTALEZA","R & C EMPREENDIMENTOS E SERVICOS COM DERIVADOS DE PETROLEO LTDA"," 06.212.111/0001-48","AVENIDA JULIO BRAGA","1999","","JOAO XXIII","60525-632","GASOLINA","1/4/2022","6.65","","R$ / litro","BRANCA",""
"NE","CE","FORTALEZA","DALLAS DERIVADOS DE PETROLEO LTDA"," 10.478.691/0005-10","AVENIDA PROFESSOR GOMES DE MATOS","1065","","MONTESE","60410-001","DIESEL S10","1/4/2022","5.69","","R$ / litro","IPIRANGA",""
"NE","CE","FORTALEZA","DALLAS DERIVADOS DE PETROLEO LTDA"," 10.478.691/0005-10","AVENIDA PROFESSOR GOMES DE MATOS","1065","","MONTESE","60410-001","ETANOL","1/4/2022","5.69","","R$ / litro","IPIRANGA",""
"NE","CE","FORTALEZA","DALLAS DERIVADOS DE PETROLEO LTDA"," 10.478.691/0005-10","AVENIDA PROFESSOR GOMES DE MATOS","1065","","MONTESE","60410-001","GASOLINA","1/4/2022","6.67","","R$ / litro","IPIRANGA",""
"NE","CE","FORTALEZA","COMERCIAL SUPER DE DERIVADOS DE PETRÓLEO LTDA"," 05.916.454/0001-20","RUA HERIBALDO COSTA","450","","HENRIQUE JORGE","60525-190","GNV","1/4/2022","4.88","","R$ / m³","ALESAT",""
"NE","CE","FORTALEZA","COMERCIAL SUPER DE DERIVADOS DE PETRÓLEO LTDA"," 05.916.454/0001-20","RUA HERIBALDO COSTA","450","","HENRIQUE JORGE","60525-190","DIESEL S10","1/4/2022","5.69","","R$ / litro","ALESAT",""
"NE","CE","FORTALEZA","COMERCIAL SUPER DE DERIVADOS DE PETRÓLEO LTDA"," 05.916.454/0001-20","RUA HERIBALDO COSTA","450","","HENRIQUE JORGE","60525-190","GASOLINA ADITIVADA","1/4/2022","6.89","","R$ / litro","ALESAT",""
"NE","CE","FORTALEZA","COMERCIAL SUPER DE DERIVADOS DE PETRÓLEO LTDA"," 05.916.454/0001-20","RUA HERIBALDO COSTA","450","","HENRIQUE JORGE","60525-190","DIESEL","1/4/2022","5.69","","R$ / litro","ALESAT",""
"NE","CE","FORTALEZA","COMERCIAL SUPER DE DERIVADOS DE PETRÓLEO LTDA"," 05.916.454/0001-20","RUA HERIBALDO COSTA","450","","HENRIQUE JORGE","60525-190","ETANOL","1/4/2022","5.67","","R$ / litro","ALESAT",""
"NE","CE","FORTALEZA","COMERCIAL SUPER DE DERIVADOS DE PETRÓLEO LTDA"," 05.916.454/0001-20","RUA HERIBALDO COSTA","450","","HENRIQUE JORGE","60525-190","GASOLINA","1/4/2022","6.89","","R$ / litro","ALESAT",""
"NE","CE","FORTALEZA","GOMES & COE COMERCIO DE COMBUSTIVEIS E REPRESENTACOES LTDA"," 04.436.076/0001-15","AVENIDA JORNALISTA TOMAZ COELHO","1878","","JANGURUSSU/MESSEJANA","60864-810","DIESEL S10","1/4/2022","5.57","","R$ / litro","VIBRA ENERGIA",""
"NE","CE","FORTALEZA","GOMES & COE COMERCIO DE COMBUSTIVEIS E REPRESENTACOES LTDA"," 04.436.076/0001-15","AVENIDA JORNALISTA TOMAZ COELHO","1878","","JANGURUSSU/MESSEJANA","60864-810","GASOLINA ADITIVADA","1/4/2022","6.84","","R$ / litro","VIBRA ENERGIA",""
"NE","CE","FORTALEZA","GOMES & COE COMERCIO DE COMBUSTIVEIS E REPRESENTACOES LTDA"," 04.436.076/0001-15","AVENIDA JORNALISTA TOMAZ COELHO","1878","","JANGURUSSU/MESSEJANA","60864-810","ETANOL","1/4/2022","5.49","","R$ / litro","VIBRA ENERGIA",""
"NE","CE","FORTALEZA","GOMES & COE COMERCIO DE COMBUSTIVEIS E REPRESENTACOES LTDA"," 04.436.076/0001-15","AVENIDA JORNALISTA TOMAZ COELHO","1878","","JANGURUSSU/MESSEJANA","60864-810","GASOLINA","1/4/2022","6.49","","R$ / litro","VIBRA ENERGIA",""
"NE","CE","FORTALEZA","POSTO SOL NASCENTE LTDA."," 03.898.522/0001-40","AVENIDA FRANCISCO SA","2321","","JACARECANGA","60010-450","ETANOL","1/4/2022","5.57","","R$ / litro","SP",""
"NE","CE","FORTALEZA","POSTO SOL NASCENTE LTDA."," 03.898.522/0001-40","AVENIDA FRANCISCO SA","2321","","JACARECANGA","60010-450","GASOLINA","1/4/2022","6.69","","R$ / litro","SP",""
"NE","CE","FORTALEZA","P 13 COMERCIO DE DERIVADOS DE PETROLEO LTDA"," 05.331.201/0001-95","RUA.OSCAR ARARIPE,390","S/N","","BOM JARDIM","60540-440","DIESEL S10","1/4/2022","5.69","","R$ / litro","ALESAT",""
"NE","CE","FORTALEZA","P 13 COMERCIO DE DERIVADOS DE PETROLEO LTDA"," 05.331.201/0001-95","RUA.OSCAR ARARIPE,390","S/N","","BOM JARDIM","60540-440","ETANOL","1/4/2022","5.42","","R$ / litro","ALESAT",""
"NE","CE","FORTALEZA","P 13 COMERCIO DE DERIVADOS DE PETROLEO LTDA"," 05.331.201/0001-95","RUA.OSCAR ARARIPE,390","S/N","","BOM JARDIM","60540-440","GASOLINA","1/4/2022","6.62","","R$ / litro","ALESAT",""
"NE","CE","FORTALEZA","ABN DISTRIBUIDORA DE COMBUSTIVEIS LTDA"," 05.408.292/0001-10","AVENIDA BERNARDO MANOEL","8950","","PASSARE","60175-047","DIESEL S10","1/4/2022","5.69","","R$ / litro","SP",""
"NE","CE","FORTALEZA","ABN DISTRIBUIDORA DE COMBUSTIVEIS LTDA"," 05.408.292/0001-10","AVENIDA BERNARDO MANOEL","8950","","PASSARE","60175-047","GASOLINA ADITIVADA","1/4/2022","6.69","","R$ / litro","SP",""
"NE","CE","FORTALEZA","ABN DISTRIBUIDORA DE COMBUSTIVEIS LTDA"," 05.408.292/0001-10","AVENIDA BERNARDO MANOEL","8950","","PASSARE","60175-047","ETANOL","1/4/2022","5.79","","R$ / litro","SP",""
"NE","CE","FORTALEZA","ABN DISTRIBUIDORA DE COMBUSTIVEIS LTDA"," 05.408.292/0001-10","AVENIDA BERNARDO MANOEL","8950","","PASSARE","60175-047","GASOLINA","1/4/2022","6.69","","R$ / litro","SP",""
"NE","CE","FORTALEZA","BEZERRA BEZERRA LTDA"," 07.908.577/0001-45","RUA BARAO DE SOBRAL","311","","MONTESE","60420-775","DIESEL S10","1/4/2022","5.69","","R$ / litro","RAIZEN",""
"NE","CE","FORTALEZA","BEZERRA BEZERRA LTDA"," 07.908.577/0001-45","RUA BARAO DE SOBRAL","311","","MONTESE","60420-775","GASOLINA ADITIVADA","1/4/2022","7.09","","R$ / litro","RAIZEN",""
"NE","CE","FORTALEZA","BEZERRA BEZERRA LTDA"," 07.908.577/0001-45","RUA BARAO DE SOBRAL","311","","MONTESE","60420-775","ETANOL","1/4/2022","5.79","","R$ / litro","RAIZEN",""
"NE","CE","FORTALEZA","BEZERRA BEZERRA LTDA"," 07.908.577/0001-45","RUA BARAO DE SOBRAL","311","","MONTESE","60420-775","GASOLINA","1/4/2022","6.79","","R$ / litro","RAIZEN",""
"NE","CE","FORTALEZA","MONTESE COMERCIAL DE COMBUSTÍVEIS LTDA"," 03.199.456/0001-10","AVENIDA PROFESSOR GOMES DE MATOS","915","0","MONTESE","60410-000","GNV","1/4/2022","4.88","","R$ / m³","ALESAT",""
"NE","CE","FORTALEZA","MONTESE COMERCIAL DE COMBUSTÍVEIS LTDA"," 03.199.456/0001-10","AVENIDA PROFESSOR GOMES DE MATOS","915","0","MONTESE","60410-000","ETANOL","1/4/2022","5.68","","R$ / litro","ALESAT",""
"NE","CE","FORTALEZA","MONTESE COMERCIAL DE COMBUSTÍVEIS LTDA"," 03.199.456/0001-10","AVENIDA PROFESSOR GOMES DE MATOS","915","0","MONTESE","60410-000","GASOLINA","1/4/2022","6.67","","R$ / litro","ALESAT",""
"NE","CE","FORTALEZA","COMERCIAL DE PETROLEO PEIXOTO DE MELO LTDA"," 69.373.793/0001-90","AVENIDA A","855","03 ETAPA","CONJUNTO CEARA","60533-590","DIESEL S10","1/4/2022","5.59","","R$ / litro","VIBRA ENERGIA",""
"NE","CE","FORTALEZA","COMERCIAL DE PETROLEO PEIXOTO DE MELO LTDA"," 69.373.793/0001-90","AVENIDA A","855","03 ETAPA","CONJUNTO CEARA","60533-590","GASOLINA ADITIVADA","1/4/2022","6.99","","R$ / litro","VIBRA ENERGIA",""
"NE","CE","FORTALEZA","COMERCIAL DE PETROLEO PEIXOTO DE MELO LTDA"," 69.373.793/0001-90","AVENIDA A","855","03 ETAPA","CONJUNTO CEARA","60533-590","ETANOL","1/4/2022","5.69","","R$ / litro","VIBRA ENERGIA",""
"NE","CE","FORTALEZA","COMERCIAL DE PETROLEO PEIXOTO DE MELO LTDA"," 69.373.793/0001-90","AVENIDA A","855","03 ETAPA","CONJUNTO CEARA","60533-590","GASOLINA","1/4/2022","6.85","","R$ / litro","VIBRA ENERGIA",""
"NE","CE","FORTALEZA","POSTO MIL COM. DE DERIVADOS DE PETROLEO LTDA"," 02.782.524/0001-07","RUA CARLOS CHAGAS","864","0","BOM SUCESSO","60541-550","DIESEL S10","1/4/2022","5.64","","R$ / litro","BRANCA",""
"NE","CE","FORTALEZA","POSTO MIL COM. DE DERIVADOS DE PETROLEO LTDA"," 02.782.524/0001-07","RUA CARLOS CHAGAS","864","0","BOM SUCESSO","60541-550","ETANOL","1/4/2022","5.29","","R$ / litro","BRANCA",""
"NE","CE","FORTALEZA","POSTO MIL COM. DE DERIVADOS DE PETROLEO LTDA"," 02.782.524/0001-07","RUA CARLOS CHAGAS","864","0","BOM SUCESSO","60541-550","GASOLINA","1/4/2022","6.65","","R$ / litro","BRANCA",""
"NE","CE","FORTALEZA","CHAC COMERCIAL DE COMBUSTIVEIS LTDA"," 07.122.559/0001-33","AVENIDA PRESIDENTE COSTA E SILVA","2721","","PARQUE DOIS IRMAOS","60761-191","GNV","1/4/2022","4.89","","R$ / m³","RAIZEN",""
"NE","CE","FORTALEZA","CHAC COMERCIAL DE COMBUSTIVEIS LTDA"," 07.122.559/0001-33","AVENIDA PRESIDENTE COSTA E SILVA","2721","","PARQUE DOIS IRMAOS","60761-191","DIESEL S10","1/4/2022","5.69","","R$ / litro","RAIZEN",""
"NE","CE","FORTALEZA","CHAC COMERCIAL DE COMBUSTIVEIS LTDA"," 07.122.559/0001-33","AVENIDA PRESIDENTE COSTA E SILVA","2721","","PARQUE DOIS IRMAOS","60761-191","GASOLINA ADITIVADA","1/4/2022","7.09","","R$ / litro","RAIZEN",""
"NE","CE","FORTALEZA","CHAC COMERCIAL DE COMBUSTIVEIS LTDA"," 07.122.559/0001-33","AVENIDA PRESIDENTE COSTA E SILVA","2721","","PARQUE DOIS IRMAOS","60761-191","ETANOL","1/4/2022","5.79","","R$ / litro","RAIZEN",""
"NE","CE","FORTALEZA","CHAC COMERCIAL DE COMBUSTIVEIS LTDA"," 07.122.559/0001-33","AVENIDA PRESIDENTE COSTA E SILVA","2721","","PARQUE DOIS IRMAOS","60761-191","GASOLINA","1/4/2022","6.89","","R$ / litro","RAIZEN",""
"NE","CE","FORTALEZA","J A COMERCIO COMBUSTIVEIS LTDA"," 02.696.818/0001-16","AV JORNALISTA TOMAZ COELHO","2960","A","JANGURUSSU","60534-160","DIESEL S10","1/4/2022","5.69","","R$ / litro","BRANCA",""
"NE","CE","FORTALEZA","J A COMERCIO COMBUSTIVEIS LTDA"," 02.696.818/0001-16","AV JORNALISTA TOMAZ COELHO","2960","A","JANGURUSSU","60534-160","GASOLINA ADITIVADA","1/4/2022","6.75","","R$ / litro","BRANCA",""
"NE","CE","FORTALEZA","J A COMERCIO COMBUSTIVEIS LTDA"," 02.696.818/0001-16","AV JORNALISTA TOMAZ COELHO","2960","A","JANGURUSSU","60534-160","ETANOL","1/4/2022","5.65","","R$ / litro","BRANCA",""
"NE","CE","FORTALEZA","J A COMERCIO COMBUSTIVEIS LTDA"," 02.696.818/0001-16","AV JORNALISTA TOMAZ COELHO","2960","A","JANGURUSSU","60534-160","GASOLINA","1/4/2022","6.49","","R$ / litro","BRANCA",""
"NE","CE","FORTALEZA","DALLAS DERIVADOS DE PETROLEO LTDA"," 10.478.691/0001-97","AVENIDA GODOFREDO MACIEL","1725","","MARAPONGA","60710-000","DIESEL S10","1/4/2022","5.68","","R$ / litro","VIBRA ENERGIA",""
"NE","CE","FORTALEZA","DALLAS DERIVADOS DE PETROLEO LTDA"," 10.478.691/0001-97","AVENIDA GODOFREDO MACIEL","1725","","MARAPONGA","60710-000","GASOLINA ADITIVADA","1/4/2022","6.65","","R$ / litro","VIBRA ENERGIA",""
"NE","CE","FORTALEZA","DALLAS DERIVADOS DE PETROLEO LTDA"," 10.478.691/0001-97","AVENIDA GODOFREDO MACIEL","1725","","MARAPONGA","60710-000","ETANOL","1/4/2022","5.68","","R$ / litro","VIBRA ENERGIA",""
"NE","CE","FORTALEZA","DALLAS DERIVADOS DE PETROLEO LTDA"," 10.478.691/0001-97","AVENIDA GODOFREDO MACIEL","1725","","MARAPONGA","60710-000","GASOLINA","1/4/2022","6.65","","R$ / litro","VIBRA ENERGIA",""
"NE","CE","FORTALEZA","SOBRAL & PALACIO PETROLEO LTDA"," 07.240.641/0015-68","AVENIDA TREZE DE MAIO","2235","","GENTILANDIA","60040-531","DIESEL S10","1/4/2022","5.69","","R$ / litro","RAIZEN",""
"NE","CE","FORTALEZA","SOBRAL & PALACIO PETROLEO LTDA"," 07.240.641/0015-68","AVENIDA TREZE DE MAIO","2235","","GENTILANDIA","60040-531","GASOLINA ADITIVADA","1/4/2022","7.19","","R$ / litro","RAIZEN",""
"NE","CE","FORTALEZA","SOBRAL & PALACIO PETROLEO LTDA"," 07.240.641/0015-68","AVENIDA TREZE DE MAIO","2235","","GENTILANDIA","60040-531","ETANOL","1/4/2022","5.79","","R$ / litro","RAIZEN",""
"NE","CE","FORTALEZA","SOBRAL & PALACIO PETROLEO LTDA"," 07.240.641/0015-68","AVENIDA TREZE DE MAIO","2235","","GENTILANDIA","60040-531","GASOLINA","1/4/2022","6.89","","R$ / litro","RAIZEN",""
"NE","CE","FORTALEZA","SOBRAL & PALACIO PETROLEO LTDA"," 07.240.641/0032-69","RUA CORONEL ERNESTO MATOS","582","","MESSEJANA","60841-810","DIESEL S10","1/4/2022","5.67","","R$ / litro","RAIZEN",""
"NE","CE","FORTALEZA","SOBRAL & PALACIO PETROLEO LTDA"," 07.240.641/0032-69","RUA CORONEL ERNESTO MATOS","582","","MESSEJANA","60841-810","GASOLINA ADITIVADA","1/4/2022","6.79","","R$ / litro","RAIZEN",""
"NE","CE","FORTALEZA","SOBRAL & PALACIO PETROLEO LTDA"," 07.240.641/0032-69","RUA CORONEL ERNESTO MATOS","582","","MESSEJANA","60841-810","ETANOL","1/4/2022","5.67","","R$ / litro","RAIZEN",""
"NE","CE","FORTALEZA","SOBRAL & PALACIO PETROLEO LTDA"," 07.240.641/0032-69","RUA CORONEL ERNESTO MATOS","582","","MESSEJANA","60841-810","GASOLINA","1/4/2022","6.49","","R$ / litro","RAIZEN",""
"NE","CE","FORTALEZA","VASCONCELOS PETROLEO LTDA."," 02.384.102/0001-83","RUA ALBERTO MAGNO","333","0","MONTESE","60425-000","DIESEL S10","1/4/2022","5.89","","R$ / litro","VIBRA ENERGIA",""
"NE","CE","FORTALEZA","VASCONCELOS PETROLEO LTDA."," 02.384.102/0001-83","RUA ALBERTO MAGNO","333","0","MONTESE","60425-000","GASOLINA ADITIVADA","1/4/2022","7.29","","R$ / litro","VIBRA ENERGIA",""
"NE","CE","FORTALEZA","VASCONCELOS PETROLEO LTDA."," 02.384.102/0001-83","RUA ALBERTO MAGNO","333","0","MONTESE","60425-000","ETANOL","1/4/2022","5.89","","R$ / litro","VIBRA ENERGIA",""
"NE","CE","FORTALEZA","VASCONCELOS PETROLEO LTDA."," 02.384.102/0001-83","RUA ALBERTO MAGNO","333","0","MONTESE","60425-000","GASOLINA","1/4/2022","6.89","","R$ / litro","VIBRA ENERGIA",""
"NE","CE","FORTALEZA","DALLAS DERIVADOS DE PETROLEO LTDA"," 10.478.691/0003-59","AVENIDA GODOFREDO MACIEL","2400","0","MARAPONGA","60710-001","DIESEL S10","1/4/2022","5.69","","R$ / litro","VIBRA ENERGIA",""
"NE","CE","FORTALEZA","DALLAS DERIVADOS DE PETROLEO LTDA"," 10.478.691/0003-59","AVENIDA GODOFREDO MACIEL","2400","0","MARAPONGA","60710-001","GASOLINA ADITIVADA","1/4/2022","6.79","","R$ / litro","VIBRA ENERGIA",""
"NE","CE","FORTALEZA","DALLAS DERIVADOS DE PETROLEO LTDA"," 10.478.691/0003-59","AVENIDA GODOFREDO MACIEL","2400","0","MARAPONGA","60710-001","ETANOL","1/4/2022","5.69","","R$ / litro","VIBRA ENERGIA",""
"NE","CE","FORTALEZA","DALLAS DERIVADOS DE PETROLEO LTDA"," 10.478.691/0003-59","AVENIDA GODOFREDO MACIEL","2400","0","MARAPONGA","60710-001","GASOLINA","1/4/2022","6.79","","R$ / litro","VIBRA ENERGIA",""
"NE","CE","FORTALEZA","H M A COMERCIAL DE COMBUSTIVEIS LTDA"," 01.564.759/0001-60","RUA PROF GOMES BRASIL","475","","PARANGABA","60720-150","GNV","1/4/2022","4.89","","R$ / m³","ALESAT",""
"NE","CE","FORTALEZA","H M A COMERCIAL DE COMBUSTIVEIS LTDA"," 01.564.759/0001-60","RUA PROF GOMES BRASIL","475","","PARANGABA","60720-150","DIESEL S10","1/4/2022","5.65","","R$ / litro","ALESAT",""
"NE","CE","FORTALEZA","H M A COMERCIAL DE COMBUSTIVEIS LTDA"," 01.564.759/0001-60","RUA PROF GOMES BRASIL","475","","PARANGABA","60720-150","GASOLINA ADITIVADA","1/4/2022","6.87","","R$ / litro","ALESAT",""
"NE","CE","FORTALEZA","H M A COMERCIAL DE COMBUSTIVEIS LTDA"," 01.564.759/0001-60","RUA PROF GOMES BRASIL","475","","PARANGABA","60720-150","ETANOL","1/4/2022","5.63","","R$ / litro","ALESAT",""
"NE","CE","FORTALEZA","H M A COMERCIAL DE COMBUSTIVEIS LTDA"," 01.564.759/0001-60","RUA PROF GOMES BRASIL","475","","PARANGABA","60720-150","GASOLINA","1/4/2022","6.77","","R$ / litro","ALESAT",""
